Date of Occurrence,Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Crime Domain
2020-09-03,13:20,Bangalore,DOMESTIC VIOLENCE,64,F,Violent Crime
2020-09-03,14:20,Delhi,DOMESTIC VIOLENCE,25,M,Violent Crime
2020-09-03,17:33,Hyderabad,CYBERCRIME,68,F,Other Crime
2020-09-03,23:32,Chennai,ASSAULT,73,F,Violent Crime
2020-10-03,07:26,Faridabad,DRUG OFFENSE,63,F,Other Crime
2020-10-03,02:53,Agra,KIDNAPPING,51,F,Other Crime
2020-10-03,04:37,Mumbai,KIDNAPPING,26,F,Other Crime
2020-10-03,15:12,Bangalore,BURGLARY,28,F,Other Crime
2020-10-03,13:33,Nagpur,CYBERCRIME,29,F,Other Crime
2020-10-03,12:10,Kanpur,ROBBERY,15,M,Violent Crime
2020-10-03,10:59,Chennai,BURGLARY,54,F,Other Crime
2020-10-03,12:59,Kanpur,ROBBERY,67,F,Violent Crime
2020-10-03,14:53,Meerut,ROBBERY,73,F,Violent Crime
2020-10-03,01:28,Delhi,CYBERCRIME,41,F,Other Crime
2020-10-03,17:51,Nashik,ASSAULT,67,F,Violent Crime
2020-11-03,01:34,Ahmedabad,DRUG OFFENSE,20,F,Other Crime
2020-11-03,11:17,Kolkata,VEHICLE - STOLEN,46,F,Violent Crime
2020-11-03,18:39,Pune,BURGLARY,34,F,Other Crime
2020-11-03,01:37,Nashik,ROBBERY,18,M,Violent Crime
2020-11-03,06:29,Pune,BURGLARY,55,M,Other Crime
2020-11-03,13:01,Meerut,HOMICIDE,76,F,Other Crime
2020-11-03,11:27,Jaipur,SEXUAL ASSAULT,53,F,Violent Crime
2020-11-03,09:23,Bangalore,ASSAULT,15,M,Violent Crime
2020-11-03,06:52,Kanpur,CYBERCRIME,16,M,Other Crime
2020-11-03,18:10,Hyderabad,BURGLARY,50,F,Other Crime
2020-12-03,18:21,Pune,HOMICIDE,77,M,Other Crime
2020-12-03,05:57,Bangalore,HOMICIDE,50,F,Other Crime
2020-12-03,03:23,Delhi,HOMICIDE,39,M,Other Crime
2020-12-03,05:52,Lucknow,CYBERCRIME,54,F,Other Crime
2020-12-03,18:47,Delhi,ASSAULT,13,F,Violent Crime
2020-12-03,23:52,Mumbai,DOMESTIC VIOLENCE,45,F,Violent Crime
2020-12-03,07:44,Bangalore,HOMICIDE,33,M,Other Crime
2020-12-03,04:20,Chennai,SEXUAL ASSAULT,33,M,Violent Crime
2020-12-03,02:28,Hyderabad,DRUG OFFENSE,21,M,Other Crime
2020-12-03,11:22,Mumbai,DOMESTIC VIOLENCE,40,F,Violent Crime
2020-01-04,16:22,Pune,HOMICIDE,45,M,Other Crime
2020-01-04,14:03,Bangalore,KIDNAPPING,41,F,Other Crime
2020-01-04,06:39,Agra,KIDNAPPING,60,M,Other Crime
2020-01-04,04:38,Mumbai,ROBBERY,37,F,Violent Crime
2020-01-04,09:03,Ahmedabad,SEXUAL ASSAULT,25,F,Violent Crime
2020-01-04,13:14,Kanpur,DOMESTIC VIOLENCE,23,F,Violent Crime
2020-01-04,20:01,Visakhapatnam,CYBERCRIME,11,F,Other Crime
2020-01-04,06:13,Hyderabad,BURGLARY,62,M,Other Crime
2020-01-04,22:28,Surat,CYBERCRIME,27,F,Other Crime
2020-01-04,03:56,Delhi,ROBBERY,72,F,Violent Crime
2020-01-04,05:14,Bangalore,DRUG OFFENSE,58,F,Other Crime
2020-02-04,23:27,Indore,HOMICIDE,46,F,Other Crime
2020-02-04,04:24,Kolkata,ASSAULT,68,F,Violent Crime
2020-02-04,01:32,Bangalore,KIDNAPPING,77,F,Other Crime
2020-02-04,01:39,Delhi,HOMICIDE,51,F,Other Crime
2020-02-04,20:30,Visakhapatnam,ROBBERY,73,F,Violent Crime
2020-02-04,18:03,Chennai,CYBERCRIME,67,F,Other Crime
2020-02-04,19:24,Jaipur,HOMICIDE,57,F,Other Crime
2020-02-04,11:36,Kolkata,CYBERCRIME,20,F,Other Crime
2020-02-04,06:00,Pune,ASSAULT,10,M,Violent Crime
2020-02-04,09:12,Chennai,HOMICIDE,30,F,Other Crime
2020-02-04,06:38,Ahmedabad,BURGLARY,56,F,Other Crime
2020-02-04,01:05,Delhi,ROBBERY,45,F,Violent Crime
2020-02-04,14:17,Kalyan,DOMESTIC VIOLENCE,41,F,Violent Crime
2020-02-04,14:33,Bhopal,DRUG OFFENSE,23,F,Other Crime
2020-03-04,02:18,Mumbai,ROBBERY,74,F,Violent Crime
2020-03-04,05:06,Bhopal,CYBERCRIME,24,F,Other Crime
2020-03-04,01:51,Mumbai,BURGLARY,67,M,Other Crime
2020-03-04,18:36,Rajkot,BURGLARY,13,M,Other Crime
2020-03-04,02:01,Ludhiana,ROBBERY,37,M,Violent Crime
2020-03-04,09:41,Jaipur,SEXUAL ASSAULT,78,F,Violent Crime
2020-03-04,22:57,Varanasi,BURGLARY,25,M,Other Crime
2020-03-04,15:58,Pune,DOMESTIC VIOLENCE,74,M,Violent Crime
2020-03-04,06:20,Kolkata,DOMESTIC VIOLENCE,67,F,Violent Crime
2020-04-04,20:54,Lucknow,DOMESTIC VIOLENCE,35,M,Violent Crime
2020-04-04,09:06,Jaipur,DRUG OFFENSE,40,F,Other Crime
2020-04-04,21:32,Kanpur,DRUG OFFENSE,12,F,Other Crime
2020-04-04,20:18,Kalyan,VEHICLE - STOLEN,45,F,Violent Crime
2020-04-04,12:02,Meerut,KIDNAPPING,32,M,Other Crime
2020-04-04,19:21,Mumbai,ASSAULT,22,F,Violent Crime
2020-04-04,22:27,Varanasi,ROBBERY,40,F,Violent Crime
2020-04-04,08:23,Chennai,BURGLARY,23,M,Other Crime
2020-04-04,18:21,Mumbai,KIDNAPPING,23,M,Other Crime
2020-04-04,06:24,Lucknow,DOMESTIC VIOLENCE,33,F,Violent Crime
2020-04-04,14:34,Varanasi,DRUG OFFENSE,38,F,Other Crime
2020-04-04,00:34,Lucknow,CYBERCRIME,11,M,Other Crime
2020-05-04,21:56,Mumbai,ASSAULT,61,F,Violent Crime
2020-05-04,05:33,Chennai,SEXUAL ASSAULT,50,M,Violent Crime
2020-05-04,03:41,Bangalore,CYBERCRIME,21,F,Other Crime
2020-05-04,00:07,Jaipur,KIDNAPPING,55,F,Other Crime
2020-05-04,17:43,Pune,ROBBERY,21,F,Violent Crime
2020-05-04,13:43,Delhi,BURGLARY,54,M,Other Crime
2020-05-04,13:41,Mumbai,DRUG OFFENSE,49,F,Other Crime
2020-05-04,02:12,Hyderabad,DOMESTIC VIOLENCE,32,M,Violent Crime
2020-05-04,19:25,Nagpur,VEHICLE - STOLEN,63,F,Violent Crime
2020-05-04,02:02,Ludhiana,HOMICIDE,68,F,Other Crime
2020-05-04,11:50,Indore,CYBERCRIME,15,M,Other Crime
2020-06-04,01:10,Lucknow,ASSAULT,77,F,Violent Crime
2020-06-04,09:12,Kolkata,HOMICIDE,25,M,Other Crime
2020-06-04,13:18,Mumbai,ASSAULT,19,M,Violent Crime
2020-06-04,12:32,Delhi,HOMICIDE,38,F,Other Crime
2020-06-04,16:32,Jaipur,HOMICIDE,72,M,Other Crime
2020-06-04,11:37,Lucknow,CYBERCRIME,17,F,Other Crime
2020-06-04,15:41,Ahmedabad,KIDNAPPING,63,M,Other Crime
2020-06-04,23:22,Mumbai,SEXUAL ASSAULT,27,F,Violent Crime
2020-06-04,17:20,Kanpur,ROBBERY,38,F,Violent Crime
2020-06-04,04:37,Delhi,DRUG OFFENSE,11,F,Other Crime
2020-06-04,22:25,Mumbai,CYBERCRIME,75,M,Other Crime
2020-06-04,05:38,Delhi,SEXUAL ASSAULT,44,M,Violent Crime
2020-06-04,04:02,Varanasi,HOMICIDE,24,F,Other Crime
2020-06-04,07:55,Bangalore,SEXUAL ASSAULT,59,F,Violent Crime
2020-06-04,09:25,Pune,VEHICLE - STOLEN,57,F,Violent Crime
2020-07-04,13:24,Ahmedabad,DRUG OFFENSE,76,M,Other Crime
2020-07-04,03:08,Delhi,ROBBERY,37,F,Violent Crime
2020-07-04,01:36,Surat,CYBERCRIME,48,F,Other Crime
2020-07-04,01:07,Thane,DRUG OFFENSE,74,F,Other Crime
2020-07-04,04:27,Mumbai,HOMICIDE,10,F,Other Crime
2020-07-04,12:16,Chennai,HOMICIDE,31,F,Other Crime
2020-07-04,10:08,Kolkata,HOMICIDE,16,F,Other Crime
2020-07-04,08:48,Kolkata,DRUG OFFENSE,43,M,Other Crime
2020-07-04,23:58,Bangalore,CYBERCRIME,78,F,Other Crime
2020-08-04,09:51,Indore,DOMESTIC VIOLENCE,73,M,Violent Crime
2020-08-04,21:13,Bangalore,KIDNAPPING,67,M,Other Crime
2020-08-04,05:31,Bhopal,ASSAULT,29,F,Violent Crime
2020-08-04,10:20,Mumbai,KIDNAPPING,24,F,Other Crime
2020-08-04,15:37,Lucknow,HOMICIDE,17,F,Other Crime
2020-08-04,04:09,Kolkata,DRUG OFFENSE,46,M,Other Crime
2020-08-04,21:02,Kalyan,HOMICIDE,15,M,Other Crime
2020-08-04,04:42,Ghaziabad,KIDNAPPING,29,F,Other Crime
2020-08-04,07:16,Kolkata,VEHICLE - STOLEN,13,F,Violent Crime
2020-08-04,05:11,Kolkata,VEHICLE - STOLEN,56,F,Violent Crime
2020-09-04,08:29,Hyderabad,VEHICLE - STOLEN,54,F,Violent Crime
2020-09-04,06:43,Ahmedabad,KIDNAPPING,67,F,Other Crime
2020-09-04,19:58,Bangalore,ROBBERY,12,M,Violent Crime
2020-09-04,04:28,Kolkata,HOMICIDE,33,F,Other Crime
2020-09-04,08:54,Kolkata,CYBERCRIME,23,F,Other Crime
2020-09-04,22:07,Bangalore,KIDNAPPING,61,F,Other Crime
2020-09-04,15:06,Delhi,ASSAULT,56,F,Violent Crime
2020-09-04,13:54,Delhi,DRUG OFFENSE,42,M,Other Crime
2020-09-04,19:52,Delhi,HOMICIDE,47,F,Other Crime
2020-09-04,13:56,Hyderabad,BURGLARY,64,F,Other Crime
2020-09-04,23:10,Chennai,SEXUAL ASSAULT,25,F,Violent Crime
2020-09-04,23:37,Patna,ROBBERY,70,M,Violent Crime
2020-09-04,17:48,Mumbai,BURGLARY,30,F,Other Crime
2020-09-04,22:49,Thane,HOMICIDE,44,F,Other Crime
2020-10-04,06:21,Pune,CYBERCRIME,47,M,Other Crime
2020-10-04,03:39,Mumbai,HOMICIDE,18,F,Other Crime
2020-10-04,03:08,Ludhiana,BURGLARY,11,F,Other Crime
2020-10-04,03:38,Hyderabad,SEXUAL ASSAULT,14,M,Violent Crime
2020-10-04,19:22,Hyderabad,HOMICIDE,42,M,Other Crime
2020-10-04,09:44,Bangalore,ASSAULT,12,F,Violent Crime
2020-10-04,20:36,Jaipur,ASSAULT,40,M,Violent Crime
2020-10-04,01:10,Surat,CYBERCRIME,69,F,Other Crime
2020-10-04,10:53,Delhi,DRUG OFFENSE,68,F,Other Crime
2020-10-04,19:52,Chennai,KIDNAPPING,21,M,Other Crime
2020-10-04,15:37,Jaipur,CYBERCRIME,22,F,Other Crime
2020-10-04,00:54,Delhi,SEXUAL ASSAULT,64,F,Violent Crime
2020-10-04,19:16,Mumbai,ROBBERY,43,F,Violent Crime
2020-10-04,23:14,Varanasi,HOMICIDE,34,F,Other Crime
2020-10-04,00:02,Chennai,ROBBERY,23,M,Violent Crime
2020-10-04,05:32,Nagpur,DRUG OFFENSE,69,F,Other Crime
2020-11-04,17:29,Thane,DOMESTIC VIOLENCE,39,M,Violent Crime
2020-11-04,14:23,Delhi,CYBERCRIME,77,F,Other Crime
2020-11-04,14:04,Delhi,ASSAULT,64,M,Violent Crime
2020-11-04,06:41,Bangalore,CYBERCRIME,18,F,Other Crime
2020-11-04,08:13,Surat,SEXUAL ASSAULT,67,M,Violent Crime
2020-11-04,06:03,Kolkata,BURGLARY,71,M,Other Crime
2020-11-04,01:38,Pune,CYBERCRIME,12,F,Other Crime
2020-11-04,05:25,Pune,SEXUAL ASSAULT,10,F,Violent Crime
2020-11-04,21:56,Mumbai,HOMICIDE,67,F,Other Crime
2020-11-04,14:59,Varanasi,DOMESTIC VIOLENCE,63,F,Violent Crime
2020-11-04,00:54,Delhi,CYBERCRIME,31,F,Other Crime
2020-11-04,19:51,Delhi,DOMESTIC VIOLENCE,66,M,Violent Crime
2020-11-04,19:33,Delhi,DRUG OFFENSE,72,M,Other Crime
2020-12-04,08:34,Delhi,KIDNAPPING,33,F,Other Crime
2020-12-04,12:07,Kolkata,SEXUAL ASSAULT,68,F,Violent Crime
2020-12-04,21:12,Patna,DRUG OFFENSE,46,F,Other Crime
2020-12-04,03:53,Lucknow,CYBERCRIME,42,F,Other Crime
2020-12-04,01:56,Delhi,BURGLARY,75,F,Other Crime
2020-12-04,02:09,Ahmedabad,ROBBERY,63,M,Violent Crime
2020-12-04,01:52,Ahmedabad,ROBBERY,16,F,Violent Crime
2020-12-04,23:35,Lucknow,DRUG OFFENSE,55,F,Other Crime
2020-12-04,06:15,Pune,HOMICIDE,28,F,Other Crime
2020-12-04,03:37,Chennai,ROBBERY,40,M,Violent Crime
2020-12-04,08:16,Lucknow,CYBERCRIME,79,F,Other Crime
2020-12-04,20:24,Delhi,DOMESTIC VIOLENCE,79,F,Violent Crime
2020-12-04,11:48,Ghaziabad,DOMESTIC VIOLENCE,27,F,Violent Crime
2020-12-04,11:16,Ahmedabad,VEHICLE - STOLEN,17,M,Violent Crime
2020-01-05,16:05,Hyderabad,DOMESTIC VIOLENCE,69,F,Violent Crime
2020-01-05,18:52,Mumbai,HOMICIDE,69,F,Other Crime
2020-01-05,15:55,Mumbai,KIDNAPPING,50,F,Other Crime
2020-01-05,04:01,Mumbai,BURGLARY,30,F,Other Crime
2020-01-05,07:32,Chennai,DOMESTIC VIOLENCE,27,M,Violent Crime
2020-01-05,08:09,Kolkata,SEXUAL ASSAULT,28,F,Violent Crime
2020-01-05,23:22,Kalyan,BURGLARY,12,F,Other Crime
2020-01-05,10:10,Jaipur,DOMESTIC VIOLENCE,33,F,Violent Crime
2020-01-05,23:26,Bangalore,KIDNAPPING,33,F,Other Crime
2020-01-05,05:20,Bhopal,KIDNAPPING,70,M,Other Crime
2020-02-05,22:13,Mumbai,DOMESTIC VIOLENCE,24,M,Violent Crime
2020-02-05,06:18,Mumbai,KIDNAPPING,29,M,Other Crime
2020-02-05,04:31,Pune,KIDNAPPING,57,M,Other Crime
2020-02-05,17:32,Mumbai,DOMESTIC VIOLENCE,48,F,Violent Crime
2020-02-05,06:40,Kolkata,DRUG OFFENSE,66,F,Other Crime
2020-02-05,01:49,Delhi,SEXUAL ASSAULT,17,M,Violent Crime
2020-02-05,12:32,Bangalore,BURGLARY,43,M,Other Crime
2020-02-05,13:43,Bangalore,BURGLARY,20,F,Other Crime
2020-02-05,20:44,Jaipur,ASSAULT,40,F,Violent Crime
2020-02-05,10:55,Bhopal,VEHICLE - STOLEN,31,M,Violent Crime
2020-02-05,04:14,Jaipur,VEHICLE - STOLEN,23,F,Violent Crime
2020-02-05,23:41,Visakhapatnam,VEHICLE - STOLEN,75,F,Violent Crime
2020-02-05,11:33,Surat,DRUG OFFENSE,75,F,Other Crime
2020-03-05,12:03,Patna,CYBERCRIME,69,F,Other Crime
2020-03-05,01:59,Nagpur,BURGLARY,68,F,Other Crime
2020-03-05,07:14,Nashik,HOMICIDE,21,F,Other Crime
2020-03-05,15:41,Lucknow,SEXUAL ASSAULT,35,F,Violent Crime
2020-03-05,10:43,Agra,ASSAULT,22,M,Violent Crime
2020-03-05,12:35,Ahmedabad,ROBBERY,11,F,Violent Crime
2020-03-05,15:13,Pune,SEXUAL ASSAULT,47,F,Violent Crime
2020-03-05,00:16,Kalyan,SEXUAL ASSAULT,39,F,Violent Crime
2020-03-05,06:02,Hyderabad,SEXUAL ASSAULT,26,M,Violent Crime
2020-04-05,01:53,Pune,CYBERCRIME,14,M,Other Crime
2020-04-05,05:25,Visakhapatnam,SEXUAL ASSAULT,76,F,Violent Crime
2020-04-05,17:28,Hyderabad,DOMESTIC VIOLENCE,47,F,Violent Crime
2020-04-05,20:28,Ahmedabad,VEHICLE - STOLEN,53,M,Violent Crime
2020-04-05,04:25,Nagpur,SEXUAL ASSAULT,50,M,Violent Crime
2020-04-05,05:20,Lucknow,CYBERCRIME,50,M,Other Crime
2020-04-05,22:41,Rajkot,HOMICIDE,45,F,Other Crime
2020-04-05,15:11,Delhi,DOMESTIC VIOLENCE,18,F,Violent Crime
2020-04-05,04:52,Jaipur,BURGLARY,42,F,Other Crime
2020-04-05,12:27,Agra,DOMESTIC VIOLENCE,27,M,Violent Crime
2020-05-05,08:03,Bangalore,SEXUAL ASSAULT,47,F,Violent Crime
2020-05-05,05:58,Ahmedabad,ROBBERY,10,F,Violent Crime
2020-05-05,11:00,Bangalore,CYBERCRIME,18,M,Other Crime
2020-05-05,02:47,Mumbai,HOMICIDE,22,F,Other Crime
2020-05-05,00:07,Ahmedabad,CYBERCRIME,14,F,Other Crime
2020-05-05,15:39,Hyderabad,DOMESTIC VIOLENCE,44,M,Violent Crime
2020-05-05,18:40,Delhi,DRUG OFFENSE,30,F,Other Crime
2020-05-05,04:20,Kolkata,DOMESTIC VIOLENCE,24,F,Violent Crime
2020-05-05,05:31,Nagpur,SEXUAL ASSAULT,25,F,Violent Crime
2020-05-05,08:40,Patna,CYBERCRIME,39,M,Other Crime
2020-05-05,22:43,Mumbai,ROBBERY,48,M,Violent Crime
2020-05-05,00:21,Ahmedabad,CYBERCRIME,22,M,Other Crime
2020-06-05,11:00,Chennai,HOMICIDE,66,F,Other Crime
2020-06-05,07:20,Kalyan,DOMESTIC VIOLENCE,44,F,Violent Crime
2020-06-05,14:01,Kolkata,SEXUAL ASSAULT,42,M,Violent Crime
2020-06-05,17:24,Chennai,KIDNAPPING,16,F,Other Crime
2020-06-05,01:45,Surat,SEXUAL ASSAULT,47,F,Violent Crime
2020-06-05,03:09,Delhi,VEHICLE - STOLEN,72,F,Violent Crime
2020-06-05,23:37,Kolkata,HOMICIDE,15,F,Other Crime
2020-06-05,19:54,Bangalore,CYBERCRIME,66,M,Other Crime
2020-06-05,15:11,Delhi,SEXUAL ASSAULT,61,M,Violent Crime
2020-06-05,19:57,Ahmedabad,CYBERCRIME,66,M,Other Crime
2020-06-05,14:03,Delhi,ROBBERY,55,F,Violent Crime
2020-06-05,10:54,Pune,HOMICIDE,51,F,Other Crime
2020-06-05,07:28,Thane,ASSAULT,35,F,Violent Crime
2020-06-05,16:50,Mumbai,DRUG OFFENSE,51,F,Other Crime
2020-07-05,04:52,Visakhapatnam,SEXUAL ASSAULT,54,M,Violent Crime
2020-07-05,23:29,Bangalore,HOMICIDE,12,F,Other Crime
2020-07-05,03:57,Mumbai,HOMICIDE,61,M,Other Crime
2020-07-05,14:04,Delhi,BURGLARY,77,F,Other Crime
2020-07-05,08:38,Patna,ROBBERY,15,F,Violent Crime
2020-07-05,20:25,Delhi,SEXUAL ASSAULT,36,F,Violent Crime
2020-07-05,09:23,Bhopal,ROBBERY,46,F,Violent Crime
2020-07-05,22:55,Delhi,ASSAULT,40,M,Violent Crime
2020-07-05,21:33,Kolkata,DOMESTIC VIOLENCE,41,F,Violent Crime
2020-08-05,21:30,Ludhiana,CYBERCRIME,68,F,Other Crime
2020-08-05,01:07,Mumbai,ASSAULT,70,F,Violent Crime
2020-08-05,02:35,Kolkata,HOMICIDE,57,F,Other Crime
2020-08-05,21:38,Delhi,DOMESTIC VIOLENCE,71,M,Violent Crime
2020-08-05,09:20,Kalyan,SEXUAL ASSAULT,56,F,Violent Crime
2020-08-05,07:46,Thane,DOMESTIC VIOLENCE,69,F,Violent Crime
2020-08-05,14:47,Visakhapatnam,VEHICLE - STOLEN,66,F,Violent Crime
2020-08-05,19:51,Jaipur,HOMICIDE,56,F,Other Crime
2020-08-05,13:50,Srinagar,ROBBERY,68,M,Violent Crime
2020-08-05,12:29,Hyderabad,HOMICIDE,71,M,Other Crime
2020-08-05,01:33,Pune,DOMESTIC VIOLENCE,23,F,Violent Crime
2020-09-05,20:46,Mumbai,KIDNAPPING,28,F,Other Crime
2020-09-05,19:59,Hyderabad,CYBERCRIME,79,F,Other Crime
2020-09-05,00:02,Vasai,ASSAULT,21,M,Violent Crime
2020-09-05,18:19,Chennai,SEXUAL ASSAULT,47,F,Violent Crime
2020-09-05,13:12,Hyderabad,BURGLARY,21,M,Other Crime
2020-09-05,01:13,Lucknow,CYBERCRIME,22,M,Other Crime
2020-09-05,23:33,Nagpur,ASSAULT,58,M,Violent Crime
2020-09-05,10:29,Kolkata,BURGLARY,45,F,Other Crime
2020-09-05,17:18,Jaipur,ASSAULT,59,M,Violent Crime
2020-09-05,03:05,Lucknow,HOMICIDE,36,M,Other Crime
2020-09-05,06:13,Bangalore,KIDNAPPING,15,F,Other Crime
2020-09-05,05:39,Visakhapatnam,DOMESTIC VIOLENCE,77,F,Violent Crime
2020-09-05,21:30,Delhi,HOMICIDE,62,F,Other Crime
2020-10-05,12:01,Mumbai,BURGLARY,34,F,Other Crime
2020-10-05,23:16,Mumbai,ASSAULT,39,F,Violent Crime
2020-10-05,08:43,Mumbai,HOMICIDE,72,F,Other Crime
2020-10-05,03:02,Mumbai,DRUG OFFENSE,11,F,Other Crime
2020-10-05,02:11,Delhi,CYBERCRIME,77,F,Other Crime
2020-10-05,15:43,Chennai,BURGLARY,20,M,Other Crime
2020-10-05,08:07,Delhi,ASSAULT,22,M,Violent Crime
2020-10-05,16:25,Bhopal,DOMESTIC VIOLENCE,43,F,Violent Crime
2020-10-05,00:33,Pune,VEHICLE - STOLEN,25,F,Violent Crime
2020-10-05,02:41,Bangalore,SEXUAL ASSAULT,53,M,Violent Crime
2020-11-05,07:24,Delhi,DOMESTIC VIOLENCE,20,M,Violent Crime
2020-11-05,01:11,Indore,DRUG OFFENSE,31,F,Other Crime
2020-11-05,08:37,Pune,SEXUAL ASSAULT,78,M,Violent Crime
2020-11-05,17:41,Lucknow,ASSAULT,39,F,Violent Crime
2020-11-05,07:42,Delhi,VEHICLE - STOLEN,73,F,Violent Crime
2020-11-05,02:43,Pune,ASSAULT,70,M,Violent Crime
2020-11-05,05:51,Hyderabad,BURGLARY,74,F,Other Crime
2020-11-05,21:56,Bangalore,VEHICLE - STOLEN,38,F,Violent Crime
2020-11-05,08:35,Kolkata,SEXUAL ASSAULT,37,M,Violent Crime
2020-11-05,21:09,Bangalore,VEHICLE - STOLEN,43,F,Violent Crime
2020-12-05,20:01,Mumbai,DOMESTIC VIOLENCE,31,M,Violent Crime
2020-12-05,18:03,Lucknow,ROBBERY,42,M,Violent Crime
2020-12-05,17:46,Delhi,VEHICLE - STOLEN,14,F,Violent Crime
2020-12-05,17:06,Kanpur,DRUG OFFENSE,42,M,Other Crime
2020-12-05,18:59,Lucknow,DRUG OFFENSE,38,F,Other Crime
2020-12-05,23:38,Bhopal,BURGLARY,25,M,Other Crime
2020-12-05,15:59,Mumbai,HOMICIDE,22,M,Other Crime
2020-12-05,11:56,Hyderabad,CYBERCRIME,49,F,Other Crime
2020-12-05,14:04,Chennai,HOMICIDE,45,F,Other Crime
2020-12-05,15:31,Delhi,DOMESTIC VIOLENCE,30,F,Violent Crime
2020-12-05,21:01,Hyderabad,BURGLARY,13,M,Other Crime
2020-12-05,10:14,Surat,ROBBERY,79,M,Violent Crime
2020-12-05,20:55,Bangalore,HOMICIDE,47,F,Other Crime
2020-12-05,23:54,Rajkot,BURGLARY,32,F,Other Crime
2020-01-06,13:59,Bangalore,VEHICLE - STOLEN,72,F,Violent Crime
2020-01-06,15:41,Agra,ASSAULT,48,F,Violent Crime
2020-01-06,22:42,Varanasi,DOMESTIC VIOLENCE,25,M,Violent Crime
2020-01-06,00:22,Visakhapatnam,CYBERCRIME,54,F,Other Crime
2020-01-06,02:58,Ahmedabad,ROBBERY,33,F,Violent Crime
2020-01-06,15:36,Delhi,DOMESTIC VIOLENCE,11,F,Violent Crime
2020-01-06,11:04,Mumbai,DRUG OFFENSE,36,F,Other Crime
2020-01-06,07:38,Mumbai,BURGLARY,71,M,Other Crime
2020-01-06,00:30,Visakhapatnam,KIDNAPPING,50,M,Other Crime
2020-01-06,10:58,Nashik,KIDNAPPING,25,M,Other Crime
2020-01-06,06:47,Ghaziabad,DRUG OFFENSE,53,M,Other Crime
2020-01-06,22:55,Delhi,DOMESTIC VIOLENCE,35,F,Violent Crime
2020-01-06,16:39,Bangalore,DOMESTIC VIOLENCE,49,M,Violent Crime
2020-02-06,03:57,Visakhapatnam,CYBERCRIME,28,F,Other Crime
2020-02-06,17:36,Ludhiana,BURGLARY,17,F,Other Crime
2020-02-06,13:46,Delhi,ROBBERY,49,F,Violent Crime
2020-02-06,19:18,Ahmedabad,DOMESTIC VIOLENCE,65,F,Violent Crime
2020-02-06,10:40,Chennai,BURGLARY,69,F,Other Crime
2020-02-06,20:28,Jaipur,DOMESTIC VIOLENCE,31,M,Violent Crime
2020-02-06,15:18,Bangalore,BURGLARY,32,F,Other Crime
2020-02-06,07:33,Chennai,DOMESTIC VIOLENCE,30,F,Violent Crime
2020-02-06,14:25,Delhi,ROBBERY,32,F,Violent Crime
2020-02-06,19:26,Pune,VEHICLE - STOLEN,49,F,Violent Crime
2020-02-06,00:50,Bangalore,ASSAULT,29,F,Violent Crime
2020-03-06,23:23,Chennai,BURGLARY,25,M,Other Crime
2020-03-06,20:23,Visakhapatnam,KIDNAPPING,54,F,Other Crime
2020-03-06,03:12,Surat,KIDNAPPING,13,M,Other Crime
2020-03-06,01:22,Hyderabad,KIDNAPPING,45,F,Other Crime
2020-03-06,13:29,Kanpur,ROBBERY,63,M,Violent Crime
2020-03-06,20:00,Hyderabad,DRUG OFFENSE,13,F,Other Crime
2020-03-06,09:57,Mumbai,DOMESTIC VIOLENCE,53,F,Violent Crime
2020-03-06,12:16,Kolkata,DOMESTIC VIOLENCE,67,F,Violent Crime
2020-03-06,06:30,Thane,HOMICIDE,63,F,Other Crime
2020-03-06,06:12,Chennai,VEHICLE - STOLEN,74,M,Violent Crime
2020-03-06,20:03,Thane,CYBERCRIME,20,M,Other Crime
2020-03-06,23:37,Kolkata,SEXUAL ASSAULT,56,F,Violent Crime
2020-04-06,23:44,Visakhapatnam,KIDNAPPING,39,F,Other Crime
2020-04-06,22:25,Delhi,KIDNAPPING,76,M,Other Crime
2020-04-06,01:14,Ahmedabad,DOMESTIC VIOLENCE,32,F,Violent Crime
2020-04-06,08:12,Nagpur,HOMICIDE,38,M,Other Crime
2020-04-06,21:03,Mumbai,VEHICLE - STOLEN,77,F,Violent Crime
2020-04-06,10:53,Pune,ROBBERY,15,F,Violent Crime
2020-04-06,20:24,Chennai,BURGLARY,17,F,Other Crime
2020-04-06,12:05,Thane,KIDNAPPING,52,F,Other Crime
2020-04-06,16:31,Mumbai,DOMESTIC VIOLENCE,59,M,Violent Crime
2020-04-06,02:16,Hyderabad,VEHICLE - STOLEN,15,F,Violent Crime
2020-05-06,05:10,Mumbai,ASSAULT,68,M,Violent Crime
2020-05-06,21:05,Patna,CYBERCRIME,18,F,Other Crime
2020-05-06,03:09,Jaipur,CYBERCRIME,33,M,Other Crime
2020-05-06,07:51,Pune,HOMICIDE,21,F,Other Crime
2020-05-06,18:28,Mumbai,ASSAULT,73,F,Violent Crime
2020-05-06,22:18,Ghaziabad,ASSAULT,60,F,Violent Crime
2020-05-06,12:40,Delhi,DOMESTIC VIOLENCE,40,M,Violent Crime
2020-05-06,04:42,Bangalore,ROBBERY,59,M,Violent Crime
2020-05-06,00:16,Mumbai,SEXUAL ASSAULT,49,M,Violent Crime
2020-05-06,19:18,Bangalore,VEHICLE - STOLEN,57,M,Violent Crime
2020-05-06,00:35,Agra,ROBBERY,24,F,Violent Crime
